id,kind,src,video,poem,type,work,title,prompt
P114_a-lamp_8,image,cut/out/thumbs/P114_a-lamp_8.webp,,08 NEWLY SINGLE,a lamp,archive · cut-outs,P114_a-lamp_8,"""a lamp"" — cut from P114. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P114_a-lamp_9,image,cut/out/thumbs/P114_a-lamp_9.webp,,08 NEWLY SINGLE,a lamp,archive · cut-outs,P114_a-lamp_9,"""a lamp"" — cut from P114. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P114_a-lamp_10,image,cut/out/thumbs/P114_a-lamp_10.webp,,08 NEWLY SINGLE,a lamp,archive · cut-outs,P114_a-lamp_10,"""a lamp"" — cut from P114. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P114_a-lamp_11,image,cut/out/thumbs/P114_a-lamp_11.webp,,08 NEWLY SINGLE,a lamp,archive · cut-outs,P114_a-lamp_11,"""a lamp"" — cut from P114. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P114_a-lamp_12,image,cut/out/thumbs/P114_a-lamp_12.webp,,08 NEWLY SINGLE,a lamp,archive · cut-outs,P114_a-lamp_12,"""a lamp"" — cut from P114. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P114_a-lamp_13,image,cut/out/thumbs/P114_a-lamp_13.webp,,08 NEWLY SINGLE,a lamp,archive · cut-outs,P114_a-lamp_13,"""a lamp"" — cut from P114. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P114_water_0,image,cut/out/thumbs/P114_water_0.webp,,08 NEWLY SINGLE,water,archive · cut-outs,P114_water_0,"""water"" — cut from P114. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P115_a-window_0,image,cut/out/thumbs/P115_a-window_0.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_0,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-window_1,image,cut/out/thumbs/P115_a-window_1.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_1,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-window_2,image,cut/out/thumbs/P115_a-window_2.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_2,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-window_3,image,cut/out/thumbs/P115_a-window_3.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_3,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-window_6,image,cut/out/thumbs/P115_a-window_6.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_6,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-window_7,image,cut/out/thumbs/P115_a-window_7.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_7,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-window_9,image,cut/out/thumbs/P115_a-window_9.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_9,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-window_10,image,cut/out/thumbs/P115_a-window_10.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_10,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-window_12,image,cut/out/thumbs/P115_a-window_12.webp,,12 REUNION,a window,archive · cut-outs,P115_a-window_12,"""a window"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-light_9,image,cut/out/thumbs/P115_a-light_9.webp,,12 REUNION,a light,archive · cut-outs,P115_a-light_9,"""a light"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-lamp_0,image,cut/out/thumbs/P115_a-lamp_0.webp,,12 REUNION,a lamp,archive · cut-outs,P115_a-lamp_0,"""a lamp"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-lamp_1,image,cut/out/thumbs/P115_a-lamp_1.webp,,12 REUNION,a lamp,archive · cut-outs,P115_a-lamp_1,"""a lamp"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-lamp_2,image,cut/out/thumbs/P115_a-lamp_2.webp,,12 REUNION,a lamp,archive · cut-outs,P115_a-lamp_2,"""a lamp"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-lamp_3,image,cut/out/thumbs/P115_a-lamp_3.webp,,12 REUNION,a lamp,archive · cut-outs,P115_a-lamp_3,"""a lamp"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P115_a-building_0,image,cut/out/thumbs/P115_a-building_0.webp,,12 REUNION,a building,archive · cut-outs,P115_a-building_0,"""a building"" — cut from P115. Decades later, there is less time for words, and more space for laughter — hugs with no reason, and loud voices, so our hearts can be overheard."
P116_a-window_1,image,cut/out/thumbs/P116_a-window_1.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_1,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_2,image,cut/out/thumbs/P116_a-window_2.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_2,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_3,image,cut/out/thumbs/P116_a-window_3.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_3,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_4,image,cut/out/thumbs/P116_a-window_4.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_4,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_5,image,cut/out/thumbs/P116_a-window_5.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_5,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_8,image,cut/out/thumbs/P116_a-window_8.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_8,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_9,image,cut/out/thumbs/P116_a-window_9.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_9,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_12,image,cut/out/thumbs/P116_a-window_12.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_12,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_14,image,cut/out/thumbs/P116_a-window_14.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_14,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_15,image,cut/out/thumbs/P116_a-window_15.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_15,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_16,image,cut/out/thumbs/P116_a-window_16.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_16,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_17,image,cut/out/thumbs/P116_a-window_17.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_17,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_19,image,cut/out/thumbs/P116_a-window_19.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_19,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_21,image,cut/out/thumbs/P116_a-window_21.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_21,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_22,image,cut/out/thumbs/P116_a-window_22.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_22,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_27,image,cut/out/thumbs/P116_a-window_27.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_27,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_28,image,cut/out/thumbs/P116_a-window_28.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_28,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_31,image,cut/out/thumbs/P116_a-window_31.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_31,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_32,image,cut/out/thumbs/P116_a-window_32.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_32,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_34,image,cut/out/thumbs/P116_a-window_34.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_34,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_41,image,cut/out/thumbs/P116_a-window_41.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_41,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_42,image,cut/out/thumbs/P116_a-window_42.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_42,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-window_45,image,cut/out/thumbs/P116_a-window_45.webp,,08 NEWLY SINGLE,a window,archive · cut-outs,P116_a-window_45,"""a window"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-door_0,image,cut/out/thumbs/P116_a-door_0.webp,,08 NEWLY SINGLE,a door,archive · cut-outs,P116_a-door_0,"""a door"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-door_1,image,cut/out/thumbs/P116_a-door_1.webp,,08 NEWLY SINGLE,a door,archive · cut-outs,P116_a-door_1,"""a door"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-door_2,image,cut/out/thumbs/P116_a-door_2.webp,,08 NEWLY SINGLE,a door,archive · cut-outs,P116_a-door_2,"""a door"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-door_3,image,cut/out/thumbs/P116_a-door_3.webp,,08 NEWLY SINGLE,a door,archive · cut-outs,P116_a-door_3,"""a door"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-staircase_0,image,cut/out/thumbs/P116_a-staircase_0.webp,,08 NEWLY SINGLE,a staircase,archive · cut-outs,P116_a-staircase_0,"""a staircase"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-staircase_1,image,cut/out/thumbs/P116_a-staircase_1.webp,,08 NEWLY SINGLE,a staircase,archive · cut-outs,P116_a-staircase_1,"""a staircase"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-wall_0,image,cut/out/thumbs/P116_a-wall_0.webp,,08 NEWLY SINGLE,a wall,archive · cut-outs,P116_a-wall_0,"""a wall"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-wall_1,image,cut/out/thumbs/P116_a-wall_1.webp,,08 NEWLY SINGLE,a wall,archive · cut-outs,P116_a-wall_1,"""a wall"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-wall_2,image,cut/out/thumbs/P116_a-wall_2.webp,,08 NEWLY SINGLE,a wall,archive · cut-outs,P116_a-wall_2,"""a wall"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-wall_3,image,cut/out/thumbs/P116_a-wall_3.webp,,08 NEWLY SINGLE,a wall,archive · cut-outs,P116_a-wall_3,"""a wall"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-wall_4,image,cut/out/thumbs/P116_a-wall_4.webp,,08 NEWLY SINGLE,a wall,archive · cut-outs,P116_a-wall_4,"""a wall"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-road_0,image,cut/out/thumbs/P116_a-road_0.webp,,08 NEWLY SINGLE,a road,archive · cut-outs,P116_a-road_0,"""a road"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-building_0,image,cut/out/thumbs/P116_a-building_0.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P116_a-building_0,"""a building"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-building_1,image,cut/out/thumbs/P116_a-building_1.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P116_a-building_1,"""a building"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-building_2,image,cut/out/thumbs/P116_a-building_2.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P116_a-building_2,"""a building"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-building_3,image,cut/out/thumbs/P116_a-building_3.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P116_a-building_3,"""a building"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-building_4,image,cut/out/thumbs/P116_a-building_4.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P116_a-building_4,"""a building"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-building_5,image,cut/out/thumbs/P116_a-building_5.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P116_a-building_5,"""a building"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-building_6,image,cut/out/thumbs/P116_a-building_6.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P116_a-building_6,"""a building"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_a-building_7,image,cut/out/thumbs/P116_a-building_7.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P116_a-building_7,"""a building"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P116_the-sky_0,image,cut/out/thumbs/P116_the-sky_0.webp,,08 NEWLY SINGLE,the sky,archive · cut-outs,P116_the-sky_0,"""the sky"" — cut from P116. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P117_a-person_0,image,cut/out/thumbs/P117_a-person_0.webp,,14 HOT MINUTE,a person,archive · cut-outs,P117_a-person_0,"""a person"" — cut from P117. A hot minute. The haze gathers on the water — and everything I built here learns to be weather: the city, the temple, the harbor."
P117_a-person-in-mid-air_0,image,cut/out/thumbs/P117_a-person-in-mid-air_0.webp,,14 HOT MINUTE,a person in mid-air,archive · cut-outs,P117_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P117. A hot minute. The haze gathers on the water — and everything I built here learns to be weather: the city, the temple, the harbor."
P117_a-staircase_0,image,cut/out/thumbs/P117_a-staircase_0.webp,,14 HOT MINUTE,a staircase,archive · cut-outs,P117_a-staircase_0,"""a staircase"" — cut from P117. A hot minute. The haze gathers on the water — and everything I built here learns to be weather: the city, the temple, the harbor."
P117_the-sky_0,image,cut/out/thumbs/P117_the-sky_0.webp,,14 HOT MINUTE,the sky,archive · cut-outs,P117_the-sky_0,"""the sky"" — cut from P117. A hot minute. The haze gathers on the water — and everything I built here learns to be weather: the city, the temple, the harbor."
P118_a-building_0,image,cut/out/thumbs/P118_a-building_0.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P118_a-building_0,"""a building"" — cut from P118. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P118_a-building_1,image,cut/out/thumbs/P118_a-building_1.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P118_a-building_1,"""a building"" — cut from P118. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P118_a-building_2,image,cut/out/thumbs/P118_a-building_2.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P118_a-building_2,"""a building"" — cut from P118. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P118_a-building_3,image,cut/out/thumbs/P118_a-building_3.webp,,08 NEWLY SINGLE,a building,archive · cut-outs,P118_a-building_3,"""a building"" — cut from P118. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P118_the-sky_0,image,cut/out/thumbs/P118_the-sky_0.webp,,08 NEWLY SINGLE,the sky,archive · cut-outs,P118_the-sky_0,"""the sky"" — cut from P118. The soul escapes my body, and leaves him on the dance floor — just flesh and bones. Rejection and heartache hit different, with no feelings afloat."
P119_a-person_0,image,cut/out/thumbs/P119_a-person_0.webp,,02 FLASHING LIGHTS,a person,archive · cut-outs,P119_a-person_0,"""a person"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-person-in-mid-air_0,image,cut/out/thumbs/P119_a-person-in-mid-air_0.webp,,02 FLASHING LIGHTS,a person in mid-air,archive · cut-outs,P119_a-person-in-mid-air_0,"""a person in mid-air"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-staircase_0,image,cut/out/thumbs/P119_a-staircase_0.webp,,02 FLASHING LIGHTS,a staircase,archive · cut-outs,P119_a-staircase_0,"""a staircase"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-light_0,image,cut/out/thumbs/P119_a-light_0.webp,,02 FLASHING LIGHTS,a light,archive · cut-outs,P119_a-light_0,"""a light"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-light_1,image,cut/out/thumbs/P119_a-light_1.webp,,02 FLASHING LIGHTS,a light,archive · cut-outs,P119_a-light_1,"""a light"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-light_2,image,cut/out/thumbs/P119_a-light_2.webp,,02 FLASHING LIGHTS,a light,archive · cut-outs,P119_a-light_2,"""a light"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-light_5,image,cut/out/thumbs/P119_a-light_5.webp,,02 FLASHING LIGHTS,a light,archive · cut-outs,P119_a-light_5,"""a light"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-light_6,image,cut/out/thumbs/P119_a-light_6.webp,,02 FLASHING LIGHTS,a light,archive · cut-outs,P119_a-light_6,"""a light"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-light_7,image,cut/out/thumbs/P119_a-light_7.webp,,02 FLASHING LIGHTS,a light,archive · cut-outs,P119_a-light_7,"""a light"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-light_9,image,cut/out/thumbs/P119_a-light_9.webp,,02 FLASHING LIGHTS,a light,archive · cut-outs,P119_a-light_9,"""a light"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-lamp_1,image,cut/out/thumbs/P119_a-lamp_1.webp,,02 FLASHING LIGHTS,a lamp,archive · cut-outs,P119_a-lamp_1,"""a lamp"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-wall_0,image,cut/out/thumbs/P119_a-wall_0.webp,,02 FLASHING LIGHTS,a wall,archive · cut-outs,P119_a-wall_0,"""a wall"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-wall_1,image,cut/out/thumbs/P119_a-wall_1.webp,,02 FLASHING LIGHTS,a wall,archive · cut-outs,P119_a-wall_1,"""a wall"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P119_a-wall_2,image,cut/out/thumbs/P119_a-wall_2.webp,,02 FLASHING LIGHTS,a wall,archive · cut-outs,P119_a-wall_2,"""a wall"" — cut from P119. A truth he could neither alter nor change. What isn't mine, I still can not give."
P120_a-person_0,image,cut/out/thumbs/P120_a-person_0.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P120_a-person_0,"""a person"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_a-person_2,image,cut/out/thumbs/P120_a-person_2.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P120_a-person_2,"""a person"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_a-person_3,image,cut/out/thumbs/P120_a-person_3.webp,,01 OUT OF LIFE,a person,archive · cut-outs,P120_a-person_3,"""a person"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_a-window_3,image,cut/out/thumbs/P120_a-window_3.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P120_a-window_3,"""a window"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_a-window_4,image,cut/out/thumbs/P120_a-window_4.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P120_a-window_4,"""a window"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_a-window_5,image,cut/out/thumbs/P120_a-window_5.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P120_a-window_5,"""a window"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_a-window_8,image,cut/out/thumbs/P120_a-window_8.webp,,01 OUT OF LIFE,a window,archive · cut-outs,P120_a-window_8,"""a window"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_a-light_2,image,cut/out/thumbs/P120_a-light_2.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P120_a-light_2,"""a light"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_a-light_4,image,cut/out/thumbs/P120_a-light_4.webp,,01 OUT OF LIFE,a light,archive · cut-outs,P120_a-light_4,"""a light"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P120_the-sky_0,image,cut/out/thumbs/P120_the-sky_0.webp,,01 OUT OF LIFE,the sky,archive · cut-outs,P120_the-sky_0,"""the sky"" — cut from P120. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_1,image,cut/out/thumbs/P121_a-building_1.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_1,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_3,image,cut/out/thumbs/P121_a-building_3.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_3,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_6,image,cut/out/thumbs/P121_a-building_6.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_6,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_7,image,cut/out/thumbs/P121_a-building_7.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_7,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_9,image,cut/out/thumbs/P121_a-building_9.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_9,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_12,image,cut/out/thumbs/P121_a-building_12.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_12,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_13,image,cut/out/thumbs/P121_a-building_13.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_13,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_14,image,cut/out/thumbs/P121_a-building_14.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_14,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_15,image,cut/out/thumbs/P121_a-building_15.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_15,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_17,image,cut/out/thumbs/P121_a-building_17.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_17,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
P121_a-building_18,image,cut/out/thumbs/P121_a-building_18.webp,,01 OUT OF LIFE,a building,archive · cut-outs,P121_a-building_18,"""a building"" — cut from P121. The vape gathers, inside and out. My vision blurs. I move toward the window — and you only get further away."
